date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:11:33	1903/1903	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-53fa184d860a0b62;gz%22	https://WealthNest.com/robots.txt		(from )
18:11:33	50587/50587	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2017:11:34%20GMT	https://WealthNest.com/	C:/webby/flux/WealthNest.com/index.html	(from )
18:11:35	163258/163258	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Sep%202025%2017:11:35%20GMT	https://WealthNest.com/images/WealthNest-seo-image.png	C:/webby/flux/WealthNest.com/images/WealthNest-seo-image.png	(from https://WealthNest.com/)
18:11:35	2332/2332	---M--	200	added ('OK')	image/png	etag:%2291c-67d174be-297d65d05a964c57;;;%22	https://WealthNest.com/images/favicon.png	C:/webby/flux/WealthNest.com/images/favicon.png	(from https://WealthNest.com/)
18:11:36	232978/232978	---M-Z	200	added ('OK')	text/css	etag:%2238e12-67d174be-fd8e04894fda953f;gz%22	https://WealthNest.com/css/bootstrap.min.css	C:/webby/flux/WealthNest.com/css/bootstrap.min.css	(from https://WealthNest.com/)
18:11:36	2505/2505	---M-Z	200	added ('OK')	text/css	etag:%229c9-67d174be-510eaa263dc9dc63;gz%22	https://WealthNest.com/css/slicknav.min.css	C:/webby/flux/WealthNest.com/css/slicknav.min.css	(from https://WealthNest.com/)
18:11:37	18449/18449	---M-Z	200	added ('OK')	text/css	etag:%224811-67d174be-75037a53b0fedeab;gz%22	https://WealthNest.com/css/swiper-bundle.min.css	C:/webby/flux/WealthNest.com/css/swiper-bundle.min.css	(from https://WealthNest.com/)
18:11:38	102025/102025	---M-Z	200	added ('OK')	text/css	etag:%2218e89-67d174be-f957353164d35d57;gz%22	https://WealthNest.com/css/all.min.css	C:/webby/flux/WealthNest.com/css/all.min.css	(from https://WealthNest.com/)
18:11:39	76809/76809	---M-Z	200	added ('OK')	text/css	etag:%2212c09-67d174be-3084f0c18d2f8b2d;gz%22	https://WealthNest.com/css/animate.css	C:/webby/flux/WealthNest.com/css/animate.css	(from https://WealthNest.com/)
18:11:39	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%221b27-67d174be-aca22d6795d0d03;gz%22	https://WealthNest.com/css/magnific-popup.css	C:/webby/flux/WealthNest.com/css/magnific-popup.css	(from https://WealthNest.com/)
18:11:40	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Fri,%2019%20Sep%202025%2017:11:41%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/webby/flux/translate.google.com/translate_a/element.9a0d8.delayed	(from https://WealthNest.com/)
18:11:40	63485/63485	---M-Z	200	added ('OK')	text/css	etag:%22f7fd-6807214e-ef3614b7c121389a;gz%22	https://WealthNest.com/css/custom.css	C:/webby/flux/WealthNest.com/css/custom.css	(from https://WealthNest.com/)
18:11:41	76849/76849	---MC-	200	added ('OK')	text/javascript	date:Fri,%2019%20Sep%202025%2017:11:42%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/webby/flux/translate.google.com/translate_a/elementa0d8.js	(from https://WealthNest.com/)
18:11:42	50587/50587	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2017:11:42%20GMT	https://WealthNest.com/index	C:/webby/flux/WealthNest.com/index-2.html	(from https://WealthNest.com/)
18:11:42	6099/6099	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Sep%202025%2017:11:43%20GMT	https://WealthNest.com/images/WealthNest-logo-light.png	C:/webby/flux/WealthNest.com/images/WealthNest-logo-light.png	(from https://WealthNest.com/)
18:11:43	28134/28134	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2017:11:44%20GMT	https://WealthNest.com/why_wealthnest	C:/webby/flux/WealthNest.com/why_wealthnest.html	(from https://WealthNest.com/)
18:11:44	33921/33921	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2017:11:44%20GMT	https://WealthNest.com/careers	C:/webby/flux/WealthNest.com/careers.html	(from https://WealthNest.com/)
18:11:44	24434/24434	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2017:11:45%20GMT	https://WealthNest.com/affiliate	C:/webby/flux/WealthNest.com/affiliate.html	(from https://WealthNest.com/)
18:11:45	19993/19993	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2017:11:46%20GMT	https://WealthNest.com/insurance	C:/webby/flux/WealthNest.com/insurance.html	(from https://WealthNest.com/)
18:11:46	35643/35643	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2017:11:46%20GMT	https://WealthNest.com/credit-spread.php	C:/webby/flux/WealthNest.com/credit-spread.html	(from https://WealthNest.com/)
